name,description,implementation_status,effect_level,version,rank
CoulombH1,Outgoing Coulomb wave function G plus I F; nonzero charge parameter evaluated numerically and at zero charge reduces to I z SphericalHankelH1[L z] (E^(I z) at order 0),✅,pure,13.0,
CoulombH2,Incoming Coulomb wave function G minus I F; nonzero charge parameter evaluated numerically and at zero charge reduces to -I z SphericalHankelH2[L z] (E^(-I z) at order 0),✅,pure,13.0,
CreateCompilerEnvironment,,,,12.3,
CreateForeignCallback,,,,13.3,
CreateManagedObject,,🚫,,13.3,
CreatePacletArchive,,🚫,,12.1,
CreateSemanticSearchIndex,,🚫,,14.1,
CreateTypeInstance,,,,13.1,
CreateVectorDatabase,,,,14.1,
CrossingCount,,,,12.0,
CrossingPolygon,,,,12.0,
CscDegrees,Compute cosecant of angle in degrees,✅,pure,14.1,
CumulativeFeatureImpactPlot,,🚫,,13.1,
CylindricalDecompositionFunction,,,,12.2,
DFixedPoints,,,,14.1,
DSolveChangeVariables,,,,13.1,
DStabilityConditions,,,,14.1,
DataStructureQ,,,,12.1,
DatabaseDisconnect,,🚫,,12.0,
DatasetTheme,,🚫,,12.3,
DateDistribution,,,,14.1,
DateGranularity,,,,13.2,
DateScale,,,,13.0,
DeclareCompiledComponent,,,,13.2,
DefaultDiffStyle,,,,14.1,
DefaultFontProperties,,,,4.0,
DeleteAdjacentDuplicates,Keeps the first element of each run of duplicates in a list or an association's values under an optional sameness test,✅,pure,13.1,
DeleteElements,Removes elements from a list (SameQ matching) with optional multiplicity control via n->{elems},✅,pure,13.1,
DelimiterAutoMatching,,,,12.3,
Diff,,,,14.1,
Diff3,,,,14.1,
DiffAlignmentMethod,,,,14.1,
DiffApply,,,,14.1,
DiffGranularity,,,,14.1,
DiffIgnore,,,,14.1,
DiffIncludeMatches,,,,14.1,
DiffInputFunction,,🚫,,14.1,
DiffObject,,,,14.1,
DiffStyle,,,,14.1,
DigitSum,Returns the sum of digits of a number (Listable),✅,pure,14.0,5588
DigitalSignature,,🚫,,12.0,
DirectionalLight,,🚫,,13.0,
DiscreteInputOutputModel,,,,13.1,
DockedCell,,🚫,,13.2,
DominatorTreeGraph,,,,13.0,
DominatorVertexList,,,,13.0,
DownValuesFunction,,,,13.2,
DrazinInverse,Computes the Drazin inverse of a square matrix,✅,pure,13.0,
DropShadowing,Graphics directive for drop shadow effect,✅,pure,13.1,
DualPlanarGraph,,,,13.0,
DynamicModuleBoxOptions,,🚫,,6.0,
EdgeChromaticNumber,,,,13.0,
EdgeTransitiveGraphQ,,,,12.3,
EdgeValueRange,,,,13.0,
EdgeValueSizes,,,,13.0,
EdgeWeightedGraphQ,Tests whether a graph carries edge weights,✅,pure,12.0,
ElectricCurrentDensityValue,,,,14.1,
ElectricCurrentPDEComponent,,,,14.1,
ElectricFluxDensityValue,,,,14.0,
ElectricPotentialCondition,,,,14.0,
ElectricSymmetryValue,,,,14.0,
ElectrostaticPDEComponent,,,,14.0,
EmbeddedSQLEntityClass,,,,12.2,
EmbeddedSQLExpression,,,,12.2,
EndDialogPacket,,🚫,,3.0,
EntityStores,Lists all currently registered entity stores,✅,pure,11.3,
EntityType,,🚫,,13.3,
EstimatedPointNormals,,,,13.1,
EstimatedVariogramModel,,,,13.0,
ExcludedContexts,,,,12.3,
ExpressionTree,Build the canonical Tree form of an expression (structure: Heads/Subexpressions/Atoms/HeadTrees),✅,pure,12.3,
ExpressionUUID,,,,13.0,
ExternalObject,,🚫,,11.3,
ExternalOperation,,🚫,,14.1,
ExternalOptions,,,,10.0,
ExternalStorageDownload,,,,12.1,
ExternalStorageUpload,,,,12.1,
ExternalValue,,🚫,,12.0,
FeatureImpactPlot,,🚫,,13.1,
FeatureValueDependencyPlot,,🚫,,13.1,
FeatureValueImpactPlot,,🚫,,13.1,
FileFormatProperties,,,,13.0,
FileNameToFormatList,,,,13.0,
FileSystemTree,,,,13.2,
FilledPolarCurve,Filled region enclosed by a polar curve: FilledPolarCurve[PolarCurve[r; {t; t0; t1}]] or FilledPolarCurve[r; t] (full period),✅,pure,14.1,
FilledTorus,Solid torus graphics and region primitive,✅,unevaluated,13.0,
FindEdgeColoring,,,,13.0,
FindExternalEvaluators,,,,11.2,
FindImageShapes,,,,13.3,
FindIsomers,,,,13.0,
FindIsomorphicSubgraph,,,,13.0,
FindPlanarColoring,,,,13.0,
FindRegionTransform,,,,13.0,
FindSubgraphIsomorphism,,,,13.0,
FindSystemModelEquilibrium,,,,11.3,
FindVertexColoring,,,,13.0,
FiniteField,,,,13.3,
FiniteFieldElement,,,,13.3,
FiniteFieldElementNorm,,,,13.3,
FiniteFieldElementPrimitiveQ,,,,13.3,
FiniteFieldElementTrace,,,,13.3,
FiniteFieldEmbedding,,,,13.3,
FiniteFieldIndex,,,,14.0,
FlatShading,,🚫,,13.1,
FlightData,,🚫,,13.0,
FluidFlowPDEComponent,,,,14.0,
ForAllType,,,,13.1,
ForeignCallback,,🚫,,13.3,
ForeignFunction,,🚫,,13.3,
ForeignFunctionLoad,,🚫,,13.3,
ForeignPointerLookup,,🚫,,13.3,
FormBoxOptions,,🚫,,4.0,
FormProtectionMethod,,🚫,,12.3,
ForwardCloudCredentials,,🚫,,12.2,
FoxH,,,,12.3,
FoxHReduce,,,,13.0,
FractionalD,,,,13.1,
FrameListVideo,,🚫,,12.3,
FreeformEvaluate,,🚫,,14.1,
FrobeniusAutomorphism,,,,13.3,
FromDateString,Parses a date string into a DateObject,✅,pure,12.3,
FromFiniteField,,,,14.0,
FromFiniteFieldIndex,,,,14.0,
FromLunationNumber,,,,14.0,
FromRawPointer,,🚫,,13.1,
FullMoon,DateObject of the first full moon after a date (default: now),✅,contextual,14.0,
FunctionCompileExport,,🚫,,12.0,
FunctionCompileExportByteArray,,🚫,,12.0,
FunctionCompileExportString,,🚫,,12.0,
FunctionDeclaration,,,,12.3,
FunctionPoles,,,,13.0,
GenerateDerivedKey,,🚫,,12.0,
GenerateFileSignature,,🚫,,12.1,
GenerateLLMToolResponse,,🚫,,13.3,
GeneratedAssetFormat,,🚫,,12.3,
GeneratedQuantityMagnitudes,,,,11.3,
GeoGraphPlot,,🚫,,12.3,
GeoGraphValuePlot,,🚫,,13.0,
GeoGridDirectionDifference,,🚫,,12.0,
GeoGridRange,,🚫,,12.0,
GeoGridRangePadding,,🚫,,12.0,
GeoGridUnitArea,,🚫,,12.0,
GeoGridUnitDistance,,🚫,,12.0,
GeoGridVector,,🚫,,12.0,
GeoOrientationData,,🚫,,12.3,
GeoVector,,🚫,,12.0,
GeoVectorENU,,🚫,,12.0,
GeoVectorXYZ,,🚫,,12.0,
GeodesicPolyhedron,,,,13.1,
GeometricOptimization,,,,12.1,
GeometricSolveValues,,,,14.0,
GeometricStylingRules,,,,13.1,
GeometricTest,Tests whether geometric objects satisfy a named property or relation such as Collinear Parallel Perpendicular Convex Regular Congruent or Similar,✅,pure,12.3,
GouraudShading,,,,13.1,
GradientFittedMesh,,,,13.0,
GraphJoin,,,,13.1,
GraphLayerStyle,,,,12.3,
GraphLayers,,,,12.3,
GraphProduct,,,,13.1,
GraphSum,,,,13.1,
GraphTree,,,,12.3,
GraphTriangleCount,,,,14.1,
GridVideo,,,,13.0,
Haloing,Graphics directive drawing a contrasting outline (halo) behind primitives,✅,pure,13.3,
HeaderAlignment,,,,12.1,
HeaderBackground,,,,12.1,
HeaderDisplayFunction,,,,12.1,
HeaderSize,,,,12.1,
HeaderStyle,,,,12.1,
HermitianMatrix,,,,14.0,
HeunB,,,,12.1,
HeunBPrime,,,,12.1,
HeunCPrime,,,,12.1,
HeunD,,,,12.1,
HeunDPrime,,,,12.1,
HeunGPrime,,,,12.1,
HeunTPrime,,,,12.1,
HiddenItems,,🚫,,12.1,
HolderModel,,,,14.0,
IfCompiled,,,,13.2,
IgnoreIsotopes,,,,13.0,
IgnoreStereochemistry,,,,13.0,
ImageCaptureFunction,,🚫,,11.3,
ImageLabels,,🚫,,12.1,
ImageLegends,,🚫,,12.1,
ImagePyramid,,🚫,,12.0,
ImagePyramidApply,,🚫,,12.0,
ImageSegmentationComponents,,🚫,,14.0,
ImageSegmentationFilter,,🚫,,14.0,
ImageStitch,,🚫,,13.0,
ImageSynthesize,,🚫,,13.3,
ImplicitD,,,,13.1,
ImportOptions,,,,10.2,
IncludeAromaticBonds,,,,12.0,
IncludeDirectories,,,,12.0,
IncludeRelatedTables,,,,12.0,
IncludeSingularSolutions,,,,13.1,
IncludedContexts,,,,12.3,
IndependentUnitDimension,,,,11.3,
InertEvaluate,,,,13.1,
InertExpression,,,,13.1,
InfiniteFuture,,,,12.1,
InfiniteLineThrough,,,,13.1,
InfinitePast,,,,12.1,
InitializationObject,,🚫,,12.3,
InnerPolyhedron,,,,12.0,
InputOutputResponse,,🚫,,14.0,
InputOutputResponseData,,🚫,,14.0,
InputPacket,,🚫,,3.0,
InputStringPacket,,🚫,,3.0,
InscribedBall,,,,13.3,
IntegrateChangeVariables,,,,13.1,
InterfaceSwitched,,🚫,,13.0,
IntermediateTest,,,,14.0,
IntersectedEntityClass,,🚫,,12.1,
InverseBilateralLaplaceTransform,,,,12.3,
InverseBilateralZTransform,,,,13.0,
InverseImagePyramid,,,,12.0,
InverseShortTimeFourier,,,,12.0,
IsomorphicSubgraphQ,,,,13.0,
ItemDisplayFunction,,,,12.1,
KeepExistingVersion,,,,12.1,
KernelConfiguration,,🚫,,13.1,
KernelConfigurationEdit,,🚫,,13.3,
KernelEvaluate,,🚫,,13.3,
KeyframeActions,,,,14.1,
LLMConfiguration,,🚫,,13.3,
LLMEvaluator,,🚫,,13.3,
LLMExampleFunction,,🚫,,13.3,
LLMFunction,,🚫,,13.3,
LLMPrompt,,🚫,,13.3,
LLMPromptGenerator,,🚫,,14.1,
LLMResourceFunction,,🚫,,13.3,
LLMResourceTool,,🚫,,14.0,
LLMSynthesize,,🚫,,13.3,
LLMTool,,🚫,,13.3,
LLMToolRequest,,🚫,,13.3,
LLMToolResponse,,🚫,,13.3,
LabelVisibility,,🚫,,12.0,
LayeredGraph,,🚫,,14.0,
LayeredGraph3D,,🚫,,14.0,
LayeredGraphPlot3D,,🚫,,12.3,
LearnedDistribution,,🚫,,12.0,
LexicographicOrder,Order of the first non-coinciding element pair of two lists,✅,pure,12.3,
LexicographicSort,Sorts a list of expressions in lexicographic order,✅,pure,12.3,
LibraryFunctionDeclaration,,,,13.1,
LicensingSettings,,,,12.2,
LineIntegrate,,,,13.3,
LinearizingTransformationData,,🚫,,10.0,
ListLinePlot3D,Plots 3D curves through heights or points,✅,pure,12.3,
ListPickerBox,,,,6.0,
ListPickerBoxBackground,,,,9.0,
ListPickerBoxOptions,,🚫,,9.0,
ListStreamPlot3D,,🚫,,12.3,
ListVectorDisplacementPlot,,🚫,,13.0,
ListVectorDisplacementPlot3D,,🚫,,13.0,
LiteralType,,,,13.1,
LoadCompiledComponent,,,,13.2,
LocalEvaluate,,,,13.1,
Looping,,,,12.1,
LowerTriangularMatrix,Structured lower-triangular matrix wrapper as returned by LUDecomposition,✅,pure,13.1,
LunationNumber,,,,14.0,
MIMETypeToFormatList,,,,13.0,
MailExecute,,🚫,,11.3,
MailFolder,,🚫,,11.3,
MailItem,,🚫,,11.3,
MailServerConnection,,🚫,,11.3,
ManagedObject,,,,13.3,
ManipulateVideo,,🚫,,14.1,
MapApply,Applies a function to each element by replacing its head (equivalent to @@@),✅,pure,13.1,
MaterialShading,,🚫,,12.3,
MatrixSymbol,,,,14.1,
MaxColorDistance,,,,12.0,
MaxDate,Gives the latest date in a list of dates or the endpoint of a date interval,✅,pure,12.1,
MaxDisplayedChildren,,🚫,,13.2,
MaxOverlapFraction,,,,12.0,
MaxRoots,,,,14.0,
MenuPacket,,🚫,,3.0,
MinDate,Gives the earliest date in a list of dates or the start of a date interval,✅,pure,12.1,
MinPointSeparation,,,,13.0,
Missing,Represents missing data or keys,✅,pure,6.0,
MissingValueSynthesis,,🚫,,12.3,
MixedFractionParts,Returns the integer and fractional parts of a number,✅,pure,12.0,
ModelPredictiveController,,,,13.1,
MoleculeAlign,,🚫,,12.3,
MoleculeFreeQ,,🚫,,13.0,
MoleculeMatchQ,,🚫,,13.0,
MoleculeMaximumCommonSubstructure,,🚫,,12.3,
MoleculeName,,🚫,,12.3,
MoleculeSubstructureCount,,🚫,,12.3,
MoonPhaseDate,DateObject of the next (optionally specified) principal lunar phase after a date,✅,contextual,14.0,
MultiaxisArrangement,,,,13.0,
NBodySimulationData,,🚫,,12.0,
NCaputoD,,,,13.2,
NContourIntegrate,,,,14.0,
NFractionalD,,,,13.2,
NLineIntegrate,,,,14.0,
NSolveValues,Gives the numeric values of variables that solve equations (without Rules),✅,pure,12.3,
NSurfaceIntegrate,,,,14.0,
NegativeRationals,,,,12.0,
NeighborhoodData,,🚫,,10.0,
NestTree,,,,12.3,
NetExternalObject,,🚫,,13.2,
NetInsert,,🚫,,11.3,
NetJoin,,🚫,,11.3,
NetMapThreadOperator,,🚫,,12.0,
NetRename,,🚫,,11.3,
NetTrainResultsObject,,🚫,,11.3,
NetUnfold,,🚫,,13.0,
NetworkPacketCapture,,🚫,,11.3,
NetworkPacketRecording,,🚫,,11.3,
NetworkPacketTrace,,🚫,,12.0,
NewMoon,DateObject of the first new moon after a date (default: now),✅,contextual,14.0,
NominalScale,,,,13.1,
NonNegativeRationals,,,,12.0,
NonPositiveRationals,,,,12.0,
NonPositiveReals,,,,12.0,
NonThreadable,,,,14.1,
NoneMatch,,,,14.1,
NotebookCellData,,🚫,,14.1,
NullRawPointerQ,,,,13.3,
NumberDigit,Digit at a given place of a number (rationals/constants exact; ulp-limited machine reals give Indeterminate; base form),✅,pure,12.3,
NumericArrayType,,,,12.0,
OpaqueRawPointer,,,,13.3,
OperationDeclaration,,,,14.1,
OrdinalScale,,,,13.1,
OrthogonalMatrix,,,,14.0,
OuterPolyhedron,,,,12.0,
OverlayVideo,,🚫,,13.0,
PacletDataRebuild,,🚫,,12.1,
PacletDirectoryUnload,Unregisters paclet directories and returns the ones still loaded,✅,effectful,12.1,
PacletDisable,,🚫,,12.1,
PacletEnable,,🚫,,12.1,
PacletInstallSubmit,,🚫,,12.1,
PacletNewerQ,,🚫,,12.1,
PacletSiteObject,,🚫,,12.1,
PacletSiteRegister,,🚫,,12.1,
PacletSiteUnregister,,🚫,,12.1,
PacletSymbol,,🚫,,13.0,
PairwiseDensityHistogram,,🚫,,14.0,
PairwiseListPlot,,🚫,,14.0,
PairwiseProbabilityPlot,,🚫,,14.0,
PairwiseQuantilePlot,,🚫,,14.0,
PairwiseSmoothDensityHistogram,,🚫,,14.0,
ParallelKernels,,🚫,,13.1,
ParentEdgeLabel,,,,13.1,
ParentEdgeLabelFunction,,,,13.1,
ParentEdgeLabelStyle,,,,13.1,
ParentEdgeShapeFunction,,,,13.1,
ParentEdgeStyle,,,,13.1,
ParentEdgeStyleFunction,,,,13.1,
ParetoPickandsDistribution,,,,12.0,
PascalBinomial,Gives the binomial coefficient from continuing Pascal's triangle returning 0 for negative integer k,✅,pure,14.1,
PatternReaction,,,,13.1,
PermutationMatrix,Permutation matrix of a permutation list or Cycles object,✅,pure,13.1,
PersistentSymbol,,🚫,,12.3,
PhongShading,,🚫,,13.1,
PlaceholderReplace,,,,8.0,
PlanarFaceList,,,,13.0,
PlaybackSettings,,🚫,,13.1,
PlotHighlighting,,🚫,,13.3,
PointDensityFunction,,,,12.2,
PointLight,,🚫,,13.0,
PointStatisticFunction,,,,12.2,
PoissonPDEComponent,,,,12.2,
PolarCurve,Polar curve graphics primitive with radius as a function of angle,✅,pure,14.1,
PolynomialExpressionQ,,,,12.2,
PolynomialSumOfSquaresList,,,,13.0,
PositionLargest,Positions of the largest elements of a numeric list or of each of the n largest values,✅,pure,13.2,5589
PositionSmallest,Positions of the smallest elements of a numeric list or of each of the n smallest values,✅,pure,13.2,5590
PositivelyOrientedPoints,,,,12.2,
PredictorMeasurementsObject,,🚫,,10.1,
ProgressReporting,,🚫,,12.3,
PropagateAborts,,,,13.2,
PublisherID,,🚫,,11.2,
QuestionGenerator,,🚫,,13.1,
QuestionInterface,,🚫,,13.0,
QuestionObject,Pairs a prompt with an assessment; QuestionObject[q assess][answer] grades the answer and the object renders graphically as a question panel with answer choices and a Submit button,✅,pure,12.3,
QuestionSelector,,🚫,,13.1,
QuietEcho,,,,12.2,
RFixedPoints,,,,14.1,
RStabilityConditions,,,,14.1,
RadicalBoxOptions,,🚫,,4.0,
RandomDate,Pseudorandom date object in the current year,✅,none,13.2,
RandomGeneratorState,,,,12.2,
RandomGeoPosition,,🚫,,12.0,
RandomTime,Pseudorandom time object in the current day or within a Quantity span or TimeObject range,✅,none,13.2,
RandomTree,,,,12.3,
RarerProbability,,,,12.0,
RawArray,Legacy spelling of NumericArray with the element type given first,✅,pure,10.4,
RawMemoryAllocate,,🚫,,13.3,
RawMemoryExport,,🚫,,13.3,
RawMemoryFree,,🚫,,13.3,
RawMemoryImport,,🚫,,13.3,
RawMemoryRead,,🚫,,13.3,
RawMemoryWrite,,🚫,,13.3,
RawPointer,,🚫,,13.3,
ReactionBalance,,,,13.0,
ReactionBalancedQ,,,,13.0,
ReactionPDETerm,,,,12.2,
RealValuedNumberQ,Tests if an expression is a real-valued number,✅,pure,13.3,
RealValuedNumericQ,Tests whether an expression is a numeric quantity with a real value,✅,pure,13.3,
ReapVideo,,🚫,,14.1,
RecalibrationFunction,,🚫,,12.3,
ReconstructionMesh,,🚫,,13.1,
ReferenceAltitude,,,,14.1,
RegionCongruent,,,,13.0,
RegionConvert,,,,12.3,
RegionDilation,,,,12.3,
RegionErosion,,,,12.3,
RegionFarthestDistance,,,,13.3,
RegionFillingStyle,,,,12.1,
RegionFit,,,,13.0,
RegionHausdorffDistance,,,,13.3,
RegionSimilar,,,,13.0,
RemoteAuthorizationCaching,,🚫,,11.3,
RemoteBatchJobAbort,,🚫,,12.2,
RemoteBatchJobObject,,🚫,,12.2,
RemoteBatchMapSubmit,,🚫,,12.2,
RemoteConnectionObject,,🚫,,11.3,
RemoteInputFiles,,🚫,,12.2,
RemoteProviderSettings,,🚫,,12.2,
RemovalConditions,,,,12.2,
RemoveChannelSubscribers,,🚫,,12.0,
RemoveVideoStream,,🚫,,12.1,
ReplaceAt,Applies transformation rules to the parts of an expression at specified positions,✅,pure,13.1,
ResidueSum,,,,13.1,
ResolveContextAliases,,,,13.0,
ResourceSystemBase,,🚫,,12.1,
ResourceSystemPath,,🚫,,12.1,
ResourceVersion,,🚫,,12.1,
ReturnTextPacket,,🚫,,3.0,
ReverseApplied,Operator that applies a function with its arguments reversed,✅,pure,12.1,
RipleyRassonRegion,,,,12.2,
RobustConvexOptimization,,,,12.2,
RootTree,Gives the root node of a tree (or the tree truncated down to a given level),✅,pure,13.1,
RulesTree,,,,12.3,
SameAs,,,,13.1,
SameTestProperties,,🚫,,12.1,
SamplerModel,,🚫,,14.0,
SchrodingerPDEComponent,,,,14.0,
SecDegrees,Compute secant of angle in degrees,✅,pure,14.1,
SecondOrderConeOptimization,,,,12.0,
SecuredAuthenticationKeys,,🚫,,11.3,
SecurityCertificate,,🚫,,12.2,
SemanticSearch,,🚫,,14.1,
SemanticSearchIndex,,🚫,,14.1,
SemanticSearchIndices,,🚫,,14.1,
SequenceIndicesLayer,,🚫,,13.0,
SequencePredictorFunction,,🚫,,11.1,
SequenceType,,🚫,,13.3,
ServiceDeploy,,🚫,,12.3,
ServiceDeployment,,🚫,,12.3,
ServiceRequest,,🚫,,12.0,
ServiceSubmit,,🚫,,12.0,
SetFileFormatProperties,,,,13.0,
SetSystemModel,,🚫,,11.3,
ShortTimeFourier,Short-time Fourier transform as a ShortTimeFourierData object,✅,pure,12.0,
ShortTimeFourierData,Data object produced by ShortTimeFourier with property access,✅,pure,12.0,
SimplePolyhedronQ,,,,12.0,
SinDegrees,Compute sine of angle in degrees,✅,pure,14.1,
SlideShowVideo,,🚫,,12.3,
SliderBoxOptions,,🚫,,6.0,
SmoothPointDensity,,,,12.2,
SnippetsVideo,,🚫,,13.0,
SnubPolyhedron,,,,12.0,
SocketListener,Symbolic representation of an active socket listener,✅,unevaluated,11.2,
SolarTime,,🚫,,12.3,
SolidBoundaryLoadValue,,,,13.0,
SolidDisplacementCondition,,,,13.0,
SolidFixedCondition,,,,13.0,
SolidMechanicsPDEComponent,,,,13.0,
SolidMechanicsStrain,,,,13.0,
SolidMechanicsStress,,,,13.0,
SolveValues,Returns the values from solving equations shaped by the variable spec,✅,pure,12.3,
SourcePDETerm,,,,12.2,
SowVideo,,🚫,,14.1,
SparseArrayQ,Tests whether an expression is a SparseArray object,✅,pure,13.0,
SpatialBinnedPointData,,🚫,,12.2,
SpatialBoundaryCorrection,,,,12.2,
SpatialEstimate,,,,13.0,
SpatialEstimatorFunction,,,,13.0,
SpatialJ,,,,12.2,
SpatialNoiseLevel,,,,13.0,
SpatialObservationRegionQ,,,,12.2,
SpatialPointSelect,,,,12.2,
SpatialRandomnessTest,,,,12.2,
SpatialTrendFunction,,,,13.0,
SpeakerMatchQ,,🚫,,12.1,
SpeechCases,,🚫,,12.1,
SpeechInterpreter,,🚫,,12.1,
SphericalAngle,,,,14.0,
SphericalDistance,,,,13.3,
SpheroidalRadialFactor,,🚫,,6.0,
SpotLight,,🚫,,13.0,
SqrtBoxOptions,,🚫,,6.0,
Squiggled,,🚫,,13.3,
StraussHardcorePointProcess,,🚫,,12.2,
StraussPointProcess,,🚫,,12.2,
StreamPlot3D,,🚫,,12.3,
StrictInequalities,,,,12.2,
StringApply,,,,14.1,
StringFormatQ,,,,12.2,
StringTakeDrop,Returns the taken and dropped parts of a string as a list,✅,pure,12.3,
StripCellGrouping,,🚫,,14.0,
Struckthrough,,,,13.1,
Stub,Attribute indicating that a symbol's definitions are automatically loaded from its context when the symbol is first used,,pure,2.0,
StyleHints,,🚫,,13.0,
SubsuperscriptBoxOptions,,🚫,,4.0,
SubtitleEncoding,,🚫,,12.1,
SubtitleTrackSelection,,🚫,,12.2,
SuperscriptBoxOptions,,🚫,,4.0,
SurfaceIntegrate,,,,13.3,
SymbolicDeltaProductArray,,,,14.1,
SymbolicIdentityArray,,,,14.1,
SymbolicOnesArray,,,,14.1,
SymbolicZerosArray,,,,14.1,
SymmetricDifference,Returns elements that appear in an odd number of the given lists,✅,pure,13.1,
SymmetricMatrix,,,,14.0,
SyntaxPacket,,🚫,,3.0,
SystemCredential,,🚫,,12.1,
SystemCredentialData,,🚫,,12.1,
SystemCredentialKey,,🚫,,12.1,
SystemCredentialKeys,,🚫,,12.1,
SystemInstall,,🚫,,11.3,
SystemModelCalibrate,,🚫,,13.3,
SystemModelLinearize,,🚫,,11.3,
SystemModelMeasurements,,🚫,,13.2,
SystemModelParametricSimulate,,🚫,,11.3,
SystemModelReliability,,🚫,,11.3,
SystemModelSimulateSensitivity,,🚫,,11.3,
SystemModelSimulationData,,🚫,,11.3,
SystemModelUncertaintyPlot,,🚫,,14.0,
SystemProcessData,,🚫,,11.3,
SystemProcesses,,🚫,,11.3,
SystemsModelControllerData,,🚫,,12.3,
TanDegrees,Compute tangent of angle in degrees,✅,pure,14.1,
TargetStructure,,🚫,,13.3,
TargetSystem,,🚫,,12.0,
TaskObject,,🚫,,11.2,
TerminatedEvaluation,,,,13.2,
TernaryListPlot,Plots triples as points in a ternary diagram,✅,pure,13.1,
TernaryPlotCorners,,,,13.1,
TestCreate,,,,13.3,
TestEvaluate,,,,13.3,
TestEvaluationFunction,,,,13.3,
TestObject,,,,13.3,
TextSummarize,,,,14.0,
TextureMapping,,🚫,,14.0,
Threaded,Wraps a value so it broadcasts against the trailing axes in listable operations,✅,pure,13.1,
TickDirection,,,,12.3,
TickLabelOrientation,,,,12.3,
TickLabelPositioning,,,,12.3,
TickLabels,,,,12.3,
TickLengths,,,,12.3,
TickPositions,,,,12.3,
TimeDistribution,,,,14.1,
TimeRemaining,Returns the time remaining in a TimeConstrained evaluation,✅,contextual,12.1,
TimeSeriesModel,,🚫,,10.0,
TimeSystem,,,,13.0,
TimeSystemConvert,,,,13.0,
ToFiniteField,,,,14.0,
ToRawPointer,,,,13.1,
ToTabular,Converts data into a Tabular object with specified orientation,✅,pure,14.2,
ToonShading,,🚫,,12.1,
Torus,Torus surface graphics and region primitive,✅,unevaluated,13.0,
TorusGraph,K-dimensional torus graph (Cartesian product of cycles),✅,pure,13.1,6187
Tour3DVideo,,🚫,,14.0,
TourVideo,,🚫,,13.0,
TrackCellChangeTimes,,,,13.3,
TrainImageContentDetector,,🚫,,13.0,
TrainTextContentDetector,,🚫,,13.0,
TrainingProgressMeasurements,,🚫,,12.0,
TravelDirectionsData,,🚫,,10.3,
Tree,Constructs a tree with given data and child subtrees,,,12.3,
TreeCases,Gives the subtrees whose data matches a pattern bottom-up (with an optional level specification),✅,pure,12.3,
TreeChildren,Gives the list of child subtrees of a tree,✅,pure,12.3,
TreeCount,Counts the nodes of a tree whose data matches a pattern (with an optional level specification),✅,pure,12.3,
TreeData,Gives the data stored at the root of a tree,✅,pure,12.3,
TreeDelete,Deletes the subtree at a given position in a tree,✅,pure,12.3,
TreeDepth,Gives the depth (longest root-to-leaf edge count) of a tree,✅,pure,12.3,
TreeElementCoordinates,,,,13.1,
TreeElementLabel,,,,13.0,
TreeElementLabelFunction,,,,13.1,
TreeElementLabelStyle,,,,13.1,
TreeElementShape,,,,13.1,
TreeElementShapeFunction,,,,13.1,
TreeElementSize,,,,13.1,
TreeElementSizeFunction,,,,13.1,
